"fill.time.utc","X.CH4.","X.CH4..2H","d2H.VPDB","sd..CH4..x","sd.d2H","X.CH4..13C","d13C.VPDB","sd..CH4..y","sd.d13C","c13C","c2H"
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA
